osm_id,osm_tip,ime,ulica,hisna_stevilka,mesto,telefon,spletna_stran,cuisine,zemljepisna_sirina,zemljepisna_dolzina
524593199,node,Sushimama,Wolfova ulica,12,,,https://sushimama.si/,sushi,46.0507584,14.5050947
526230447,node,Mesto Hong Kong,Litijska cesta,28,Ljubljana,+38616207718,https://lakomlacen.si/halo-hong-kong/menus,chinese,46.0477832,14.5418533
526231155,node,Pizzerija in špageterija Oliva,Litijska cesta,38,,,,pizza;pasta,46.0474264,14.5454573
528086878,node,Kmetija odprtih vrat Pr'Železnk,,,,,,regional,46.4598326,13.9398548
528086920,node,Pizzeria Kot,,,,,,pizza,46.4606182,13.9385607
530812753,node,Argentino,Šmartinska cesta,152,Ljubljana,,,argentinian,46.0618714,14.5457495
530812785,node,Chang,,,,,,chinese;japanese,46.0687829,14.5418893
534284285,node,Pizzeria Maraton,,,,,,pizza,46.4866533,13.8044705
534398981,node,Gostilna Korte,,,,+386 5 6420200,https://gostilnakorte.si/,,45.4884568,13.6567246
534398982,node,Gostilna Hiša Torkla Korte,,,,+386 5 6209657,https://www.hisa-torkla.si/,,45.4888426,13.6567678
538500872,node,Harmonija,,,,,,,46.1645548,14.5656724
540387003,node,Gostilna pri Kuklju,,,,,,regional,45.8335545,14.6362903
541010768,node,Planja,,,,,,pizza,46.453194,15.3321941
568569168,node,Ošterija Na Planinci,,,,+386 40 508811,,regional,45.651131,13.9846429
588850255,node,Gostilna Čubr,,,,,,regional,46.1998034,14.5634378
598161049,node,Pizza na i,Radgonska cesta,25,Radenci,,,pizza,46.6415732,16.0403324
613570411,node,Domačija Vrbin,,25,Divača,+386(0)5 763 10 65,https://www.vrbin.si/,regional,45.6500434,13.97515
618767122,node,LiPA,,,,,,,46.2478411,13.5775243
618767124,node,Topli val,Trg svobode,1,Kobarid,,,fish,46.2476216,13.5783394
618767126,node,Kotlar,,,,,,fish,46.2477228,13.5794439
618767133,node,Pizzeria Soča,Markova ulica,10,Kobarid,,,pizza;ice_cream;italian;pasta,46.2478167,13.5783335
622099593,node,Restavracija Pri Lisjaku,Čeple,29b,Vransko,+386 3 5725 785,,,46.2427599,14.9737948
645022196,node,Meranovo,,,,,http://fk.uni-mb.si/meranovo/,regional,46.538112,15.5571186
674143646,node,Gostilnica Vinka,Dunajska cesta,145,Ljubljana,+3861519 43 15,,,46.0804028,14.5125312
677024834,node,Izletniška kmetija Krampl Janč,,,,,,,46.6066152,15.6029945
677024895,node,Gostišče Vračko,,,,+386 2 6564311,http://www.gostiscevracko.si/,,46.6472642,15.5696678
683572268,node,Gostilna pri Žerjavu,,,,,,regional,46.4978932,13.7164621
692732778,node,Gostilna Ravbar,,,,,,regional,45.7258629,13.8130536
693615214,node,Gostilna Dobnikar,,,,,,,46.0923292,14.3697467
693615263,node,Vaška krčma,,,,,,,46.0933125,14.370639
693615301,node,Gostilna na Vihri,Topol pri Medvodah,10,Medvode,,,,46.0960042,14.3725
693615353,node,Pr'Jur,,,,,,,46.0962434,14.3733393
700166612,node,Penzion Kračun,Slomškova ulica,6,,,,,46.3006775,15.5022441
705249064,node,Guliver,Brdce,62,Dol pri Hrastniku,+386 3 564 91 70,https://pizzerijaguliver.si/,pizza,46.1402712,15.1560752
706353268,node,Cojzarica,,,,,,,46.501853,15.4800961
707125775,node,Picerija Punta,,,,,,pizza,45.5303388,13.5651687
710392344,node,Zasavski gurman,Planinska cesta,11,,,,pizza,46.1396806,15.1168519
727450385,node,Pizzeria Rustika,,,,,,pizza,46.3712844,14.1042756
727450399,node,Gostilna Murka,,,,,,regional,46.371684,14.1047589
727487763,node,Gostilna Pri Ingliču,,,,,,,46.16881,14.3049145
727487765,node,Jesharna,,,,,,,46.1663559,14.3061771
727734114,node,Grajska Gostilinca,,,,,,,46.3426276,14.1727885
727734122,node,Gostilna Avguštin,,,,,,,46.3408646,14.1748686
741529760,node,Žohar,,,,,,,46.6285356,15.2135199
761574592,node,Pr' Brodarju,,,,,,,46.0965231,14.1549604
763456078,node,Alpska Perla – Smučarski center Cerkno,Gorenji novaki,80,,,,,46.1624124,14.0595059
766845716,node,Paninoteka,Jurčičev trg,3,Ljubljana,,,,46.0484516,14.5052112
768553384,node,Ošterija Žogica,Soška cesta,52,Solkan,,http://www.zogica.com/,regional;pizza;burger,45.9801092,13.6548195
770197259,node,Bar in restavracija Špica,Cesta svobode,9,Bled,+386 4 5743027,https://www.restavracija-spica.si/,local,46.369932,14.1073073
770204203,node,Kavarna Park,Cesta svobode,10,Bled,,,,46.3675857,14.1086173
770226725,node,GOSTILNA UNION,,,,,,,46.368309,14.1133672
770243077,node,Pizzeria Gallus,,,,,http://www.pizzeriagallus.si/,pizza,46.3664162,14.1085702
771319383,node,Koča Kaštivnik,,,,,,,46.5260096,15.1782076
772335005,node,Marché Voklo I – Zahod,Gasilska cesta,57,,+386 4 251 14 32,https://marche-restaurants.si/sl/nase-lokacije/voklo1,,46.2279137,14.4198977
773211824,node,Perla,,,,,https://www.antaro.si/perla/,pizza;regional,46.0628427,14.5586382
774085238,node,Pizzeria Matiček,Vurnikov trg,3,Radovljica,,,pizza,46.3444247,14.1738462
776439887,node,Pizzerija Pod gradom,Koroška cesta,26,Tržič,,,pizza,46.3657092,14.3099988
778224322,node,Izletniška kmetija Landfrid,Brezni Vrh,14,Podvelka,,,,46.6458009,15.317173
778608911,node,Jenezinovi,,,,+386 5 7147128,www.jenezinovi-sp.si,regional,45.6185221,14.2017402
790539643,node,Turistična kmetija Pšenk,,,,,,regional,46.1446109,14.8759278
811062903,node,Restavracija Ribnica,,,,,,,46.533199,15.2663338
811062954,node,Restavracija Ribnica,,,,,,,46.533445,15.266668
831957945,node,Viharnik,,,,,,,46.2636182,13.8409949
842901084,node,Gostilna Martin,Partizanska cesta,49,,,,regional,46.1488034,15.0504259
847070510,node,Vivaldi,,,,,,pizza,46.5373025,15.6240099
855238077,node,Restavracija Zaka Camping Bled,,,,,,,46.3618434,14.0815644
861696857,node,Smogavec,,,,,,regional,46.4032825,15.3917306
867379558,node,Cafe Romeo,Gallusovo nabrežje,,Ljubljana,,http://www.caferomeo.si/,mexican;pasta;salad;pancake;cocktail,46.0479374,14.5060038
867379562,node,Restavracija Vodnikov Hram,Vodnikov trg,2,Ljubljana,,https://www.vodnikov-hram.si/,regional,46.0506389,14.509924
869388720,node,Mubar,,,,,,,46.3379247,13.9621068
882450515,node,Flaj Bar & Snack,Vrtnarija,3,Vrhnika,,https://lakomlacen.si/mehiska-restavracija-flamingo/,burger;pizza;mexican,45.9734215,14.3028558
882450532,node,Gostilna Simon,,,,,,,45.9681053,14.2988025
885376313,node,Slender - KolpaRaft,,,,,https://www.kolparaft.com/,regional,45.4929582,15.0184596
913944325,node,Pri Čukovih,,14,Kozina,+386 41 504456,https://pricukovih.si/,regional,45.6147383,13.9059253
914028020,node,Restavracija Manna,,,,,https://www.restavracija-manna.si/,,46.0433547,14.5051109
935843529,node,Čujež,,,,,https://okrepcevalnicacujez.si,,46.3240837,14.9221408
949555434,node,Kitajski vrt,Vodnikova cesta,240,Ljubljana,+386 1 5071215,https://www.kitajski-vrt.com/,chinese,46.0800999,14.4729682
949555440,node,Bocaccio,,,,,,,46.0807698,14.4788666
958131931,node,Rožmarin,Gosposka ulica,8,Maribor,+386 2 23 43 180,https://www.rozmarin.si/,,46.5580181,15.6468825
981318732,node,Turistična kmetija Mori,,,,,,,46.6189384,15.0365573
1043476386,node,Restavracija Marina,,,,,,fish;mediterranean,45.505738,13.5972865
1078319449,node,Na Skednju,,,,00386 40 496201,,regional,46.0646023,13.5722759
1091450135,node,Manche,,,,,,,45.8412313,15.2175255
1096883853,node,Vinogradništvo Leber,,,,,,home grown,46.671203,15.6196957
1130862900,node,Al Cavallino,,,,,,pizza,45.7078608,13.8710504
1144596352,node,Dovnik,,,,,,,46.44854,15.5262979
1177088634,node,Restavracija 13,Podvelka,13,,,,,46.590208,15.3306504
1197933642,node,Gostilna in pizzeria JURMAN,Zaloška cesta,151,Ljubljana,+386 51 358358,https://www.jurman-sp.si/,pizza;regional,46.0565125,14.5567555
1201378038,node,Ancora,Jurčičeva ulica,7,Maribor,+386 2 2502033,https://www.ancora-mb.si/,italian,46.5592431,15.6473367
1224502443,node,Gala žar,Loška ulica,10,Maribor,,,serbian,46.5567577,15.6499168
1227014052,node,"Bife ""Zajnadler""",,,,,,pizza;burger,46.6094017,15.1624264
1236427944,node,Pizzerija zlati škorpijon,Srparska pot,36,Lovrenc na Pohorju,,,pizza,46.5405459,15.3994363
1241772295,node,Barjan,,,,,,,46.036161,14.488946
1244007394,node,Meating pub & restavracija,Mlinska ulica,2,Maribor,+ 386 7 067 8678,http://meating.si/,,46.5603259,15.6554368
1250922936,node,Shambala,Križevniška ulica,12,,+386 31 843833,https://shambala.si,,46.0463946,14.5044226
1254611138,node,Gostilna Spark,Partizanska cesta,82,Sežana,,,italian;pizza;regional,45.7060973,13.8597425
1277995582,node,Pizzeria Papirus,Pot v smrečje,1,Ljubljana,01 561 34 60,,pizza,46.1093417,14.5276281
1279133315,node,Brunarica Slap,,,,+386 5 3808065,http://brunarica-slap.com/index.php?lng=slo,regional,46.2139327,13.9849474
1282707784,node,Rožna kuhna,Svetčeva ulica,9,Ljubljana,,https://www.stud-dom-lj.si/bivanje-v-sdl/restavracija-in-bar/,,46.0516433,14.4876077
1290961256,node,Okrepčevalnica Mojca,Dolenjska cesta,43,Ljubljana,,,pizza;regional;coffee_shop;sandwich;ice_cream,46.0357754,14.5249261
1293785045,node,Marjetica,,,,,https://www.marjetice.si/,regional,46.0483783,14.4936565
1316443736,node,Turistična kmetija Gaube,Jareninska cesta,51,,+386 2 6510481,,,46.6654829,15.6848179
1338645897,node,Gostilnica in pizerija Pri Naju,Ulica 1. maja,5,Sežana,+386 5 7344363,,pizza;regional,45.7073561,13.8710209
1339589274,node,Restavracija Boem Beli Križ,Belokriška cesta,68,,,,,45.5201987,13.5810858
1363485026,node,Tom-Yum,Ključavničarska ulica,2,Maribor,+38626203544,https://www.facebook.com/tajska.restavracija.tom.yum/,thai,46.5572967,15.6479486
1363498753,node,Okrepčevalnica Baščaršija,Poštna ulica,8,Maribor,+386 2 250 6359,https://www.bascarsija.si/,bosnian,46.5583493,15.6448828
1366009736,node,Carat,,,,+386 5 7314422;+386 41 827609,http://www.safir.si/,regional,45.702121,13.842588
1369329094,node,Puccini,,,,,,pizza,46.0653561,14.5498978
1385274704,node,Restavracija ETRA,,,,,,regional,46.2415126,15.3034349
1398398100,node,Hotel Rakitna,Rakitna,150,Preserje,,,,45.8870974,14.4333112
1400413211,node,Gostinsko podjetje Ljubljana,Dunajska cesta,270,Ljubljana,,https://www.laguna.si/,pizza,46.0976609,14.5191217
1400477536,node,Pizzerija Ham-Ham,Pot v dolino,37b,Ljubljana - Dobrunje,+38615429359,,pizza,46.0317357,14.5679585
1430154910,node,Briška hiša,,,,,,regional,45.9971529,13.5816949
1430916549,node,Pri Ambroževih,,,,,,regional,45.6399956,14.0518178
1433250458,node,Gostilna Brdavs,,,,,,,45.8480322,14.6951866
1438986468,node,Pizzeria & restaurant Pigal,,,,,,regional;pizza,45.8862879,13.9055867
1452112958,node,Pizzeria Marina,,,,,,italian,45.5497113,13.727888
1452113195,node,Skipper,,,,,,,45.5498702,13.7272955
1473005393,node,Bistro Štorja,Ulica 1. maja,1,Postojna,+386 0 59 92 78 98,https://bistrostorja.si/,regional,45.7743844,14.2143832
1489716063,node,Okrepčevalnica Reš,Brezno,79,Podvelka,,,,46.5921565,15.3184499
1497527467,node,Bajta,,,,,,,46.612711,15.2197976
1525418694,node,Picerija Pri Andreju,Drnovk,21,Dobrovo v Brdih,+386 31 268153,,,46.0014358,13.5191525
1535233250,node,Šestica,Slovenska cesta,40,Ljubljana,,,regional;pizza,46.053284,14.5041193
1540777380,node,Gostilna Pri mlinu,Dolenja vas,5,Senožeče,+386 5 7656120;+386 41 639040,,regional,45.7315597,14.0117298
1640456993,node,Dilema,,,,,,,45.5306333,13.7320714
1640565163,node,Okrepčevalnica Mašinžaga,,,,,,,46.4647949,15.3336572
1641835687,node,Jadranka,Ulica Dragomirja Benčiča-Brkina,1,Kozina,+386 5 6800450,,seafood,45.6051518,13.9472719
1657755349,node,Gitadela,Pševska cesta,43,Kranj,,https://gitadela.si/,pizza,46.2314363,14.3374406
1666634271,node,Kavarna Q,Gorkega ulica,45,Maribor,,,american,46.550171,15.6387568
1671601809,node,Kitajska restavracija Peking,Gregorčičeva ulica,19,Maribor,,,chinese,46.5609763,15.645319
1689124343,node,Kobanka,,,,,,pizza,46.5555426,15.5109129
1701698121,node,Pri Matevžu,Partizanska cesta,16,Maribor,,,,46.5603193,15.6532224
1701698130,node,Kitajska restavracija Zvezda,Loška ulica,10,Maribor,,,chinese,46.5568464,15.6500302
1703332376,node,Postojna Cave Rooms & Apartments Proteus,Titov trg,1,Postojna,,https://www.postojnska-jama.eu/,,45.7754543,14.2125838
1705674945,node,Zdolšek,,,,,,regional,46.2517557,15.474882
1706017524,node,Verdi,,,,,,,45.5293284,13.5671646
1709917178,node,Florjan Kavarna,Grajski trg,6,Maribor,,,,46.5600997,15.6484543
1711679113,node,Pavel Piran,Gregorčičeva ulica,3,,,,fish;regional,45.5289753,13.5655827
1716115959,node,Oliva,,,,,,italian,46.6351568,15.6200356
1716375888,node,Okrepcevalnica Lipa,Hruševlje,24,Dobrovo v Brdih,,,regional,46.0224986,13.5136038
1725617806,node,Furman guest house pizzeria,Partizanska cesta,1,Rakek,,,italian,45.813612,14.3155224
1749513406,node,Gostilna Nimis,,,,+386 51 339 429,,regional,45.5185516,13.7784932
1754638814,node,Gregori,,,,,,,46.0865951,14.4829628
1755985200,node,Petkovšek,,,,,,,45.9895498,14.5661283
1756072925,node,Krpan,Ob Ljubljanici,24,Ljubljana,,https://gostilna-krpan.si/,fish,46.0539136,14.5304549
1781473656,node,Pizzerija Ašič,Pečarjeva ulica,1,,,http://www.picerija.net/asic.htm,pizza,46.1319394,14.9945344
1781473658,node,Pizzerija Tik Tak,Cesta zmage,35b,Zagorje ob Savi,,http://www.picerija.net/tiktak.htm,pizza,46.1315174,14.9965148
1784173197,node,Restavracija Harfa,Koprska ulica,98,,,,regional,46.0337667,14.4827217
1785463574,node,Gostilna Pri Žabarju,Viška cesta,48,Ljubljana,,,regional;ice_cream,46.0422222,14.4689493
1787518300,node,Pizzeria in špageterija da Mattia,Kidričeva ulica,10a,Trzin,,,italian,46.1281776,14.5577109
1792835863,node,Opera bar,,,,,,fish,46.0529329,14.5016043
1796759030,node,Moskva,,,,,,,46.3612421,14.154225
1796759035,node,Pr' Majdnek,,,,,,,46.3620531,14.1573056
1800552080,node,Kurej,Blejska cesta,6,Bled,+386 83 805 488,https://www.facebook.com/gostilna.kurej/,,46.3886746,14.1076447
1800560706,node,Central Bled,,,,,https://restavracija-central.si/,,46.3676358,14.1117801
1800560707,node,Gostilna Pri planincu,,,,,,pizza;regional,46.371605,14.1062575
1801887211,node,Panorama,,,,,,,46.3664266,14.1079022
1801911386,node,Pri Matičku,,,,,,,46.2892313,14.0027513
1826949885,node,Gostilnica Mandrija,,,,+386 41 752584,https://www.mandrija.si/,,45.9384971,13.6990749
1828890554,node,Breza,,,,,,,46.0627564,14.563394
1833003328,node,Foglež,,,,,,pizza,46.4995932,15.7015668
1842617298,node,Gostilna pri Dragici,,,,+386 5 7346080,http://www.gostilnapridragici.si/,regional,45.7090181,13.8729855
1847525373,node,Restavracija Interspar,Pobreška cesta,18,Maribor,+386 2 320 8418,https://www.spar.si/restavracija-interspar,,46.5544623,15.6528571
1847525375,node,123 Restavracija,,,,,,,46.5400977,15.6403548
1857622443,node,Pizzerija in špageterija Trenta,,,,,,pizza,46.3804856,13.7519227
1859061873,node,Gostilna Bric,,120,Miren,+38653954420,https://www.mirenkras.si/gostilna-bric;https://www.facebook.com/pages/Miren-Gostilna-Bric/1578635342416803,regional,45.8937071,13.6087033
1859080424,node,Gostilna Pri Prleku,,5,Kostanjevica na Krasu,,,,45.8413499,13.609041
1859176876,node,Kamp Klin,Lepena,1,Soča,+386 5 388 95 13,https://www.sloveniaholidays.com/kamp-klin-lepena-soca.html,,46.3299189,13.6442127
1859269948,node,Gostilna Makorič,,31,Miren,,,regional,45.8910695,13.6126262
1859271000,node,Gostilna M&S,,149a,Renče,+386 5 9344601;+386 5 9344602,https://www.kogoj.si/si/gostilna,regional,45.896346,13.6446999
1859323067,node,Gostilna Tabor,,,,,,,45.8283835,13.6712074
1868355285,node,Gostilna Poštela,Ulica Roberta Kukovca,22,Maribor,+386 2 3204303,http://www.postela.si,regional,46.5341425,15.6270065
1870519822,node,Paquito,,,,,,,45.9053078,13.6767225
1872981524,node,Gostilnica Štrud'l,Triglavska cesta,23,Bohinjska Bistrica,+38641541877,https://www.strudl.si/,regional,46.2726207,13.9530364
1877642310,node,Gostilna Godec,Paplerjeva ulica,12,Borovnica,,www.gostilnevrhnika.si,pizza,45.9163837,14.3652112
1889591702,node,Restavracija Radvanjska Idila,,,,,,,46.5383882,15.6051678
1916812179,node,Špes,,,,,,,46.455876,15.1971051
1917610791,node,pizzeria Pergolo,,,,,,,45.5547061,13.7935575
1928921611,node,Brgod,,,,,,regional,45.5814064,13.9351744
1939637392,node,Nelli,Vavta vas,4a,Straža,,,pizza,45.7815739,15.0791862
1939815331,node,Lipa,,,,,,regional,45.9298261,13.6397015
1940034562,node,Pod Smrekco,,2,Straža,+386 7 384 75 88;+386 40 161 167,https://www.podsmrekco.si,regional,45.7879114,15.1144798
1940276095,node,Gostišče Račka,Ulica Maksa Henigmana,15,Dolenjske Toplice,,,regional,45.7566069,15.0609621
1940276449,node,Oštarija Herbelier,,,,,,regional,45.7558182,15.0593892
1948671973,node,Gostilna in picerija Mavče,,69,Mavčiče,+386 41 581 327,https://www.malcajt.com/gorenjska/kranj/gostilna-in-pizzerija-mavce.html,pizza,46.1880034,14.4039533
1950340768,node,Gostišče pri Županu,,,,,,,46.0572238,14.1094692
1961356947,node,Apetit okrepčevalnica - catering,,,,+386 5 7304785,,,45.7059798,13.8673024
1969699756,node,Julija,Stari trg,9,Ljubljana,+386 1 4256463,https://julijarestaurant.com,italian;regional,46.0479471,14.5062798
1970827629,node,Penzion Kmečki Hram,Tomačevska cesta,50,Ljubljana,,https://www.kmeckihram.si/,regional,46.0787422,14.5363385
1988606077,node,Gostilna in pizzerija prj Martini,Trg maršala Tita,7,Tolmin,,,italian,46.1830988,13.7327103
1990713596,node,Izletniška kmetija Jager,Straža na Gori,7,,,,,46.2956135,15.3920668
1991184528,node,Dolina pod Brlogo,,,,,,,46.6755137,15.6432728
2032792436,node,Gostilna Šmuc,Ulica Mirka Pirca,4,Sežana,+386 (0) 31018681,http://www.gostilnasmuc.si,,45.7087458,13.873006
2042648398,node,MoySushi Sushi bar & Take away,Mestni trg,17,Ljubljana,,https://www.moysushi.si/,japanese,46.0489519,14.5061918
2052835104,node,Antaro,,,,,,regional,46.0629636,14.5602425
2052835105,node,Restavracija 123,,,,,,regional,46.0624547,14.550171
2109848232,node,Bandima,,,,+386 59767397,,,45.5789073,13.7375879
2116433751,node,Pizzerija Plus,Jamnikova ulica,2,,,,pizza,46.5404292,15.5149641
2116448935,node,Taverna Sicilia,Ulica heroja Nandeta,31,,+386 2 426 03 15,http://www.taverna-sicilia.com/,pizza,46.5325336,15.6731965
2139228388,node,Okrepčevalnica Center,,,,,,regional,45.7086342,13.8725186
2144991411,node,Element,,,,,,,46.0982149,14.5347112
2154876112,node,Kim-Vi,CESTA POD GORO,22,,,https://www.kim-vi.com/,pizza,45.9268161,14.3678565
2180430891,node,Pizzeria Diavolo,,,,,,pizza,46.242612,15.2771376
2181811290,node,Pr' Betanci,,,,,,,45.666904,13.9937809
2184358531,node,Pizzeria Zala,Knežak,209,Knežak,,,,45.6274084,14.235965
